law_name,article_no,content,effective_date,summary
AI 기본법 시행령,제16조의3,"제16조의3(인공지능연구소의 설립허가 절차 등) ① 법 제22조의2제2항에 따라 같은 조 제1항에 따른 인공지능연구소(이하 “인공지능연구소”라 한다)의 설립허가를 받으려는 자는 다음 각 호의 서류를 첨부하여 과학기술정보통신부장관에게 허가를 신청해야 한다.
1. 명칭, 사무소의 소재지 및 인공지능연구소 소장의 성명을 적은 서류
2. 연구 분야 및 주요 연구내용을 설명하기 위한 서류
3. 정관 및 운영관리 규정
4. 법 제22조의2제2항 각 호의 요건을 갖추었음을 증명하는 서류
5. 향후 3년간의 연구개발 사업계획서 및 재원조달 계획서
② 과학기술정보통신부장관은 제1항에 따른 설립허가와 관련하여 전문적·기술적 검토 등이 필요한 경우에는 「정보통신 진흥 및 융합 활성화 등에 관한 특별법」 제32조제3항에 따른 전담기관으로 하여금 검토 업무를 지원하게 할 수 있다.
③ 제1항 및 제2항에서 규정한 사항 외에 인공지능연구소의 설립·운영 등에 필요한 사항은 과학기술정보통신부장관이 정하여 고시한다.
[본조신설 2026. 7. 20.]",2026-07-21,"인공지능연구소 설립허가 신청서류(정관, 연구계획서, 재원조달계획서 등)"
AI 기본법 시행령,제16조의4,"제16조의4(인공지능연구기관의 설립 준비) ① 과학기술정보통신부장관은 법 제22조의3에 따라 인공지능의 개발·활용 등에 관한 연구를 수행하는 기관(이하 “인공지능연구기관”이라 한다)을 설립하려는 경우 10명 이내의 설립위원을 위촉하여 인공지능연구기관의 설립에 관한 사무를 처리하게 할 수 있다.
② 제1항에 따른 설립위원은 인공지능연구기관의 설립이 완료되었을 때에는 해촉된 것으로 본다.
[본조신설 2026. 7. 20.]",2026-07-21,"인공지능연구기관 설립준비. 설립위원 위촉 및 해촉"
AI 기본법 시행령,제17조,"제17조(인공지능집적단지 지정 등) ① 과학기술정보통신부장관 또는 지방자치단체의 장은 법 제23조제2항에 따라 인공지능집적단지(이하 “인공지능집적단지”라 한다)를 지정할 때에는 다음 각 호의 사항을 고려해야 한다.
1. 기본계획 부합 여부
2. 인공지능산업의 지역적 집적화 및 경쟁력 강화 효과
3. 일자리 창출 등 지역경제 발전에 대한 기여 가능성
4. 다른 인공지능집적단지와의 지역적·기능적 중복성, 연계성, 접근성 및 효율성
5. 그 밖에 전문인력 확보와 지속발전 가능성 등 과학기술정보통신부장관이 정하여 고시하는 사항
② 과학기술정보통신부장관 또는 지방자치단체의 장은 인공지능집적단지를 지정했을 때에는 다음 각 호의 사항을 해당 기관의 인터넷 홈페이지에 공고해야 한다.
1. 인공지능집적단지의 지정 사실
2. 인공지능집적단지의 위치, 범위 및 구역
3. 인공지능집적단지의 전담기관(법 제23조제4항에 따른 전담기관을 말한다. 이하 같다)이 있는 경우에는 전담기관의 연락처, 소재지 및 전담기관의 장의 성명
4. 인공지능집적단지의 운영에 관한 기본적인 사항
③ 과학기술정보통신부장관 또는 지방자치단체의 장은 법 제23조제3항에 따라 인공지능집적단지의 지정을 취소한 경우에는 그 사실을 해당 기관의 인터넷 홈페이지에 공고해야 한다.",2026-07-21,"인공지능집적단지 지정 고려사항(기본계획 부합, 경쟁력 강화, 지역경제 기여) 및 공고·취소 절차"
AI 기본법 시행령,제18조,"제18조(인공지능집적단지 전담기관) ① 과학기술정보통신부장관은 법 제23조제4항에 따라 전담기관을 설치하거나 다음 각 호의 요건을 모두 갖춘 기관이나 단체를 전담기관으로 지정할 수 있다. 이 경우 지방자치단체의 장이 인공지능집적단지를 지정한 경우에는 그 지방자치단체의 장의 신청을 받아 전담기관을 지정할 수 있다.
1. 다음 각 목의 어느 하나에 해당하는 기관 또는 단체일 것
가. 공공기관
나. 「지방자치단체 출자·출연 기관의 운영에 관한 법률」 제5조에 따라 지정·고시된 지방자치단체 출자·출연기관
다. 그 밖에 「민법」이나 다른 법률에 따라 설립된 기관·단체 중 과학기술정보통신부장관이 인공지능집적단지 지원에 관한 전문성을 갖추었다고 인정하는 기관·단체
2. 인공지능집적단지의 지원을 위한 전담인력을 5명 이상 상시 고용할 것
3. 인공지능집적단지로 지정되거나 지정될 지역 내 또는 인접 특별시, 광역시, 특별자치시, 도, 특별자치도에 위치할 것
4. 업무를 수행하기 위한 사무실 및 회의실을 확보할 것
5. 업무를 수행하기 위한 회계·인사관리 등 정보시스템을 확보할 것
② 전담기관은 매 회계연도가 시작되기 전까지 다음 회계연도의 사업운영 계획과 예산에 관하여 과학기술정보통신부장관에게 보고해야 한다.
③ 과학기술정보통신부장관 또는 지방자치단체의 장이 법 제23조제3항에 따라 인공지능집적단지의 지정을 취소했을 때에는 해당 인공지능집적단지의 전담기관은 그 지정이 취소된 것으로 본다.
④ 과학기술정보통신부장관은 제1항에 따라 지정한 전담기관이 다음 각 호의 어느 하나에 해당하는 경우에는 그 지정을 취소할 수 있다. 다만, 제1호에 해당하는 경우에는 그 지정을 취소해야 한다.
1. 거짓이나 그 밖의 부정한 방법으로 지정받은 경우
2. 제1항에 따른 지정기준에 6개월 이상 적합하지 않게 된 경우
⑤ 과학기술정보통신부장관은 전담기관이 제4항제2호에 해당하는 경우에는 같은 항에 따라 지정을 취소하기 전에 30일 이상의 기간을 정하여 위반사항을 시정하도록 할 수 있다.",2026-07-21,"인공지능집적단지 전담기관 요건(전담인력 5명 이상 등) 및 지정취소 사유·절차"
AI 기본법 시행령,제19조,"제19조(인공지능 실증기반 조성) ① 법 제24조제2항에서 “대통령령으로 정하는 기관”이란 다음 각 호의 어느 하나에 해당하는 기관을 말한다.
1. 「공공기관의 운영에 관한 법률」 제5조제4항제1호에 따른 공기업
2. 「과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률」 제2조에 따른 과학기술분야 정부출연연구기관
3. 「산업기술혁신 촉진법」 제42조제1항에 따른 전문생산기술연구소
4. 「지방공기업법」 제3조제1항에 따른 지방공기업
5. 「지방자치단체출연 연구원의 설립 및 운영에 관한 법률」 제2조에 따른 지방자치단체출연 연구원
6. 「특정연구기관 육성법」 제2조에 따른 특정연구기관
7. 국공립대학
② 중앙행정기관의 장 또는 지방자치단체의 장은 제1항 각 호에 따른 기관에 법 제24조제2항에 따른 개방에 필요한 다음 각 호의 자료 제출을 요청할 수 있다.
1. 법 제24조제1항에 따른 실증기반등(이하 “실증기반등”이라 한다)의 종류 및 위치
2. 실증기반등의 이용 조건, 개방 시간 및 이용 절차
3. 그 밖에 실증기반등의 개방·활용을 위해 필요한 자료
③ 중앙행정기관 및 지방자치단체는 법 제24조제2항에 따라 개방하는 실증기반등을 보유하고 있는 기관 및 실증기반등을 활용하려는 자에게 필요한 행정적·재정적·기술적 지원을 할 수 있다.
④ 과학기술정보통신부장관은 법 제24조제1항에 따라 구축하거나 같은 조 제2항에 따라 개방한 실증기반등의 종류, 이용 조건 및 이용 비용을 과학기술정보통신부의 인터넷 홈페이지에 공개해야 한다.",2026-07-21,"실증기반 개방대상기관(공기업, 정부출연연구기관 등) 및 자료제출·지원 절차"
AI 기본법 시행령,제20조,"제20조(한국인공지능진흥협회의 설립인가·지정 등) ① 인공지능등과 관련한 연구 및 업무에 종사하는 자는 법 제26조제1항에 따라 한국인공지능진흥협회(이하 “협회”라 한다)를 설립하려는 경우에는 인공지능등과 관련한 연구 및 업무에 종사하는 자 50명 이상이 발기인이 되어 정관을 작성한 후 발기인총회의 의결을 거쳐 과학기술정보통신부장관에게 인가를 신청해야 한다.
② 제1항에 따라 인가를 신청하려는 자는 다음 각 호의 서류를 첨부하여 과학기술정보통신부장관에게 제출해야 한다.
1. 정관
2. 발기인의 명부 및 이력서
3. 사업계획서와 예산의 수입·지출 계획서
③ 협회의 정관에는 다음 각 호의 사항이 포함되어야 한다.
1. 목적
2. 명칭
3. 사무소의 소재지
4. 협회의 업무와 그 집행에 관한 사항
5. 회원의 자격, 가입·탈퇴, 권리·의무에 관한 사항
6. 임원에 관한 사항
7. 회비에 관한 사항
8. 총회에 관한 사항
9. 재정·회계에 관한 사항
10. 정관의 변경에 관한 사항
11. 해산과 남은 재산의 처리에 관한 사항
④ 제1항부터 제3항까지에도 불구하고 「민법」 제32조에 따라 설립하고 인공지능등과 관련한 연구 및 업무에 종사하는 자 50명 이상의 회원을 보유한 비영리법인으로서 법 제26조제1항에 따라 협회로 지정받으려는 자는 다음 각 호의 서류를 첨부하여 과학기술정보통신부장관에게 신청해야 한다.
1. 정관(제3항 각 호의 사항이 포함된 정관을 말한다)
2. 회원의 명부 및 이력서
3. 사업계획서와 예산의 수입·지출 계획서",2026-07-21,"한국인공지능진흥협회 설립인가·지정 절차. 발기인 50명 이상, 정관 필수사항, 신청서류"
AI 기본법 시행령,제21조,"제21조(인공지능 윤리원칙의 제정 및 공표) ① 과학기술정보통신부장관은 법 제27조제1항에 따른 인공지능 윤리원칙(이하 “윤리원칙”이라 한다)을 관계 중앙행정기관과 협의하여 제정하거나 개정할 수 있다.
② 과학기술정보통신부장관 및 관계 중앙행정기관은 제1항에 따라 제정하거나 개정된 윤리원칙을 해당 기관의 인터넷 홈페이지 등에 공표해야 한다.",2026-07-21,"윤리원칙 제정·개정·공표 절차"
AI 기본법 시행령,제22조,"제22조(인공지능 안전성·신뢰성 검·인증등 지원) ① 법 제30조제1항제5호에서 “대통령령으로 정하는 사항”이란 다음 각 호의 사항을 말한다.
1. 법 제30조제1항에 따른 검증·인증 활동(이하 “검·인증등”이라 한다)의 기준, 방법 및 절차 등의 보급
2. 검·인증등 관련 교육 및 컨설팅
3. 검·인증등의 품질 진단 및 관리
4. 검·인증등 관련 연구·개발 및 국제 협력
5. 그 밖에 검·인증등을 지원하기 위하여 과학기술정보통신부장관이 필요하다고 인정하는 사업
② 과학기술정보통신부장관은 법 제30조제2항에 따라 다음 각 호의 정보를 과학기술정보통신부의 인터넷 홈페이지 등을 통하여 제공할 수 있다.
1. 검·인증등의 기준, 방법 및 절차
2. 검·인증등을 제공하는 기관
3. 검·인증등 관련 지원 사업
4. 검·인증등의 국제기준 및 활용 등에 관한 사항
5. 그 밖에 검·인증등과 관련하여 과학기술정보통신부장관이 필요하다고 인정하는 정보
③ 과학기술정보통신부장관은 법 제30조제2항에 따라 검·인증등을 받으려는 중소기업등(법 제16조제2항제3호에 따른 중소기업등을 말한다)에 대하여 예산의 범위에서 검·인증등에 필요한 비용의 전부 또는 일부를 지원할 수 있다.",2026-07-21,"검·인증 지원사업 세부내용. 기준·방법·절차 보급, 중소기업 비용지원"
AI 기본법 시행령,제23조,"제23조(인공지능 투명성 확보 의무) ① 법 제31조제1항에 따라 인공지능사업자는 고영향 인공지능이나 생성형 인공지능을 이용한 제품 또는 서비스(이하 “제품등”이라 한다)를 제공하는 경우 다음 각 호의 어느 하나에 해당하는 방법으로 제품등이 해당 인공지능에 기반하여 운용된다는 사실을 이용자에게 사전에 고지해야 한다.
1. 제품등에 직접 기재하거나 계약서, 사용 설명서, 이용약관 등에 기재
2. 이용자의 화면 또는 단말기 등에 표시
3. 제품등을 제공하는 장소(해당 장소와 합리적으로 관련된 범위의 장소를 포함한다)에 인식하기 쉬운 방법으로 게시
4. 그 밖에 제품등의 특성을 고려하여 과학기술정보통신부장관이 인정하는 방법
② 인공지능사업자가 법 제31조제2항에 따른 표시를 할 때에는 다음 각 호의 어느 하나에 해당하는 방법으로 할 수 있다.
1. 사람이 인식할 수 있는 방법
2. 기계가 판독할 수 있는 방법. 이 경우 그 결과물이 생성형 인공지능에 의하여 생성되었다는 사실을 1회 이상 안내 문구·음성 등으로 제공해야 한다.
③ 법 제31조제3항에 따른 고지 또는 표시는 인공지능사업자가 다음 각 호의 사항을 고려하여 이용자가 명확하게 인식할 수 있는 방식으로 해야 한다.
1. 이용자가 시각, 청각 등을 통하거나 소프트웨어 등을 이용하여 쉽게 내용을 확인할 수 있는 방법으로 고지 또는 표시할 것
2. 주된 이용자의 나이, 신체적·사회적 조건 등을 고려하여 고지 또는 표시할 것
④ 제1항부터 제3항까지의 규정에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 제1항부터 제3항까지의 규정 중 전부 또는 일부를 적용하지 않을 수 있다.
1. 제품·서비스명, 이용자 화면이나 제품 겉면 및 결과물에 표시된 문구 등을 고려할 때 고영향 인공지능 또는 생성형 인공지능을 활용한 사실이 명백한 경우
2. 인공지능사업자의 내부 업무 용도로만 사용되는 경우
3. 그 밖에 제품등의 유형·특성이나 결과물의 내용, 이용형태 및 기술 수준 등을 고려하여 법 제31조제1항부터 제3항까지의 규정 중 전부 또는 일부에 대한 적용 예외가 필요하다고 과학기술정보통신부장관이 정하여 고시하는 경우",2026-07-21,"투명성 확보 의무의 구체적 방법. 사전고지 방법(기재·화면표시·게시), 생성형AI 결과물 표시방법, 적용예외 사유(명백한 경우, 내부업무용) — 법 제31조 투명성 의무의 실행기준"
AI 기본법 시행령,제24조,"제24조(인공지능 안전성 확보 의무) ① 법 제32조제1항에서 “대통령령으로 정하는 기준 이상인 인공지능시스템”이란 다음 각 호의 기준을 모두 충족하는 인공지능시스템을 말한다.
1. 학습에 사용된 누적 연산량이 10의 26승 부동소수점연산 이상일 것
2. 인공지능기술의 발전 수준을 고려할 때 현재 인공지능시스템에 활용되는 인공지능기술 중 최첨단의 인공지능기술을 적용하여 구성·운영되고 있을 것
3. 인공지능시스템의 위험도가 사람의 생명, 신체의 안전 및 기본권에 광범위하고 중대한 영향을 미칠 우려가 있을 것
② 제1항제1호에 따른 학습에 사용된 누적 연산량의 구체적인 산정 방식은 과학기술정보통신부장관이 정하여 고시한다.",2026-07-21,"안전성 확보 의무 대상 시스템의 구체적 기준. 누적 연산량 10의 26승 부동소수점연산(FLOPs) 이상 + 최첨단기술 적용 + 광범위한 위험 3요건 모두 충족 — 법 제32조 안전성 확보 의무의 정량적 판단기준"
AI 기본법 시행령,제25조,"제25조(고영향 인공지능의 확인 절차 등) ① 인공지능사업자가 법 제33조제1항에 따라 고영향 인공지능에 해당하는지에 대하여 확인을 요청하려는 경우에는 별지 서식의 고영향 인공지능 확인 요청서에 다음 각 호의 서류를 첨부하여 과학기술정보통신부장관에게 제출해야 한다.
1. 해당 인공지능제품 또는 인공지능서비스의 개요서
2. 해당 인공지능시스템의 개발 및 학습에 사용된 학습용데이터의 개요
3. 해당 인공지능시스템을 활용하는 과정 및 결과를 확인할 수 있는 자료
4. 그 밖에 고영향 인공지능 해당 여부의 확인에 참고가 될 수 있는 서류
② 제1항에 따른 요청을 받은 과학기술정보통신부장관은 다음 각 호의 사항을 고려하여 고영향 인공지능 해당 여부를 판단해야 한다.
1. 인공지능이 법 제2조제4호 각 목의 어느 하나의 영역에서 활용되는지 여부
2. 사람의 생명, 신체의 안전 및 기본권에 초래할 수 있는 위험의 영향, 중대성, 빈도 및 활용 영역별 특수성
3. 법 제33조제1항에 따라 인공지능사업자가 사전에 검토한 결과
4. 법 제33조제2항에 따른 전문위원회(이하 “전문위원회”라 한다)의 자문을 받은 경우에는 그 자문 결과
5. 그 밖에 고영향 인공지능의 해당 여부를 확인하는 데 필요한 사항으로서 과학기술정보통신부장관이 정하여 고시하는 사항
③ 과학기술정보통신부장관은 제1항에 따른 요청을 받은 경우에는 요청을 받은 날부터 30일 이내에 그 결과를 회신해야 한다. 다만, 제품등의 복잡성 및 중요성 등을 고려하여 30일 이내에 회신할 수 없는 경우에는 30일의 범위에서 한 차례 연장할 수 있으며, 이 경우 확인을 요청한 자에게 연장 사유와 연장 기간을 문서로 알려야 한다.
④ 제3항에 따라 회신을 받은 인공지능사업자는 회신 결과에 이의가 있을 때에는 회신을 받은 날부터 10일 이내에 과학기술정보통신부장관에게 별지 서식의 고영향 인공지능 재확인 요청서에 다음 각 호의 서류를 첨부하여 과학기술정보통신부장관에게 제출해야 한다.
1. 기존 확인 요청에 따라 과학기술정보통신부장관이 회신한 결과
2. 그 밖에 고영향 인공지능 해당 여부의 재확인에 참고가 될 수 있는 서류
⑤ 제4항에 따른 재확인 요청을 받은 과학기술정보통신부장관은 전문위원회의 자문을 받아 고영향 인공지능에 해당하는지를 재확인하고, 재확인 요청을 받은 날부터 30일 이내에 그 결과를 회신해야 한다.
⑥ 과학기술정보통신부장관은 제1항에 따른 요청 또는 제4항에 따른 재확인 요청과 관련하여 필요한 경우에는 관계 기관에 의견 제출을 요청할 수 있다.",2026-07-21,"고영향 인공지능 확인절차. 확인요청서·첨부서류, 판단 시 고려사항, 30일 이내 회신, 이의제기·재확인 절차 — 법 제33조 확인절차의 구체적 실행기준"
AI 기본법 시행령,제26조,"제26조(전문위원회의 설치 및 운영) ① 전문위원회는 50명 이상의 위원으로 구성하며, 다음 각 호의 사람 중에서 과학기술정보통신부장관이 임명하거나 위촉한다.
1. 인공지능 관련 업무를 담당하는 중앙행정기관 소속 공무원으로서 해당 중앙행정기관의 장이 추천한 사람
2. 인공지능 관련 기술·윤리·법률 등의 분야에서 학식과 경험이 풍부한 사람
3. 법 제2조제4호 각 목의 분야에 전문성이 있다고 중앙행정기관의 장이 추천한 사람
② 전문위원회의 위원장은 위원 중에서 과학기술정보통신부장관이 지명한다.
③ 전문위원회 위원의 임기는 2년으로 하며, 한 차례만 연임할 수 있다.
④ 전문위원회는 법 제33조제2항에 따른 고영향 인공지능에 대한 자문 업무를 효율적으로 수행하기 위하여 5명의 위원으로 구성되는 소위원회를 둘 수 있다.
⑤ 전문위원회 위원장은 전문위원회의 회의 안건과 관련하여 필요한 경우 관련 전문가를 회의에 출석시켜 발언하게 할 수 있다.
⑥ 제1항부터 제5항까지에서 규정한 사항 외에 전문위원회 운영에 필요한 사항은 과학기술정보통신부장관이 정하여 고시한다.",2026-07-21,"전문위원회 구성·운영. 50명 이상 위원, 임기 2년, 소위원회"
AI 기본법 시행령,제27조,"제27조(고영향 인공지능과 관련한 사업자의 책무) ① 인공지능사업자는 법 제34조제1항 각 호의 조치 중에서 다음 각 호에 해당하는 내용을 인공지능사업자의 사무소·사업장 또는 인터넷 홈페이지 등에 게시해야 한다. 다만, 「부정경쟁방지 및 영업비밀보호에 관한 법률」 제2조제2호에 따른 영업비밀에 해당하는 사항은 제외할 수 있다.
1. 위험관리정책 및 조직체계 등 법 제34조제1항제1호에 따른 위험관리방안의 주요 내용
2. 법 제34조제1항제2호에 따른 설명 방안의 주요 내용
3. 법 제34조제1항제3호에 따른 이용자 보호 방안
4. 법 제34조제1항제4호에 따른 해당 고영향 인공지능을 관리·감독하는 사람의 성명 및 연락처
② 인공지능사업자는 법 제34조제1항 각 호의 조치를 이행하고 그 근거를 문서로 5년간 보관(전자적 방법을 통한 보관을 포함한다)해야 한다.
③ 법 제34조제1항제1호부터 제3호까지의 조치를 모두 또는 일부 이행한 인공지능사업자로부터 인공지능시스템을 제공받은 인공지능이용사업자가 해당 인공지능시스템의 본래 목적이나 용도를 현저하게 변경하는 등 중대한 기능 변경을 하지 않은 경우에는 법 제34조제1항제1호부터 제3호까지의 조치를 모두 또는 일부 이행한 것으로 본다.
④ 인공지능이용사업자는 인공지능개발사업자에게 법 제34조제1항에 따른 책무를 이행하기 위하여 필요한 자료의 제공을 요청할 수 있고, 인공지능개발사업자는 이에 협력하도록 노력해야 한다.
⑤ 법 제34조제3항에 따라 인공지능사업자가 같은 조 제1항에 따른 조치를 이행한 것으로 보는 경우는 별표 1과 같다.",2026-07-21,"고영향 AI 사업자 책무의 실행기준. 위험관리·설명방안·이용자보호방안 게시 의무, 문서 5년 보관, 이용사업자 면제조건 — 법 제34조 사업자 책무(설명가능성·이용자보호)의 구체적 이행방법"
AI 기본법 시행령,제28조,"제28조(고영향 인공지능 영향평가) ① 법 제35조제1항에 따른 영향평가(이하 “영향평가”라 한다)에는 다음 각 호의 사항이 포함되어야 한다. <개정 2026. 7. 20.>
1. 해당 고영향 인공지능을 이용한 제품등에 의하여 사람의 생명, 신체의 안전 및 기본권에 영향을 받을 가능성이 있는 개인이나 집단에 대한 식별. 이 경우 법 제3조제5항에 따른 인공지능취약계층의 특성이 반영될 수 있도록 해야 한다.
2. 해당 고영향 인공지능과 관련하여 영향을 받을 수 있는 기본권 유형의 식별
3. 해당 고영향 인공지능으로 인하여 발생할 수 있는 사람의 기본권에 대한 사회적·경제적 영향의 내용 및 범위
4. 해당 고영향 인공지능의 사용 행태
5. 영향평가에서 활용한 정량적 또는 정성적 평가지표 및 결과산출 방식
6. 해당 고영향 인공지능으로 인한 위험의 예방·완화·손실 복구 등에 관한 사항
7. 영향평가의 결과 개선이 필요한 경우에는 그 이행계획에 관한 사항
② 인공지능사업자는 직접 또는 제3자에 의뢰하여 영향평가를 실시할 수 있다.
③ 제1항 및 제2항에서 규정한 사항 외에 영향평가에 필요한 사항은 과학기술정보통신부장관이 정하여 고시한다.",2026-07-21,"영향평가 포함사항. 영향받는 개인·집단 식별, 기본권 유형, 사회경제적 영향, 평가지표, 위험 예방·완화·복구방안, 개선 이행계획 — 법 제35조 영향평가(공정성·차별영향 평가)의 세부 항목"
AI 기본법 시행령,제29조,"제29조(국내대리인 지정 사업자의 기준) ① 법 제36조제1항 각 호 외의 부분에서 “대통령령으로 정하는 기준에 해당하는 자”란 다음 각 호의 어느 하나에 해당하는 인공지능사업자를 말한다.
1. 전년도(법인인 경우에는 전 사업연도를 말한다) 매출액이 1조원 이상인 인공지능사업자
2. 인공지능서비스 부문 전년도(법인인 경우에는 전 사업연도를 말한다) 매출액이 100억원 이상인 인공지능사업자
3. 전년도 말 기준 해당 인공지능사업자의 인공지능제품 및 인공지능서비스에 대한 직전 3개월간 국내 이용자 수가 1일 평균 100만명 이상인 인공지능사업자
4. 법 제43조제1항제3호에 따른 과태료를 부과 받은 사실이 있는 인공지능사업자
② 제1항제1호 및 제2호에 따른 매출액은 전년도(법인인 경우에는 전 사업연도를 말한다) 평균환율을 적용하여 원화로 환산한 금액을 기준으로 한다.",2026-07-21,"국내대리인 지정 의무 사업자의 정량적 기준. 매출액 1조원 이상, AI서비스 매출 100억원 이상, 국내 이용자 1일 평균 100만명 이상, 과태료 부과 사실 — 법 제36조 국내대리인 지정 의무의 판단기준"
AI 기본법 시행령,제30조,"제30조(실태조사, 통계 및 지표의 작성) ① 법 제38조제1항에 따른 실태조사(이하 “실태조사”라 한다)와 통계 및 지표의 작성 범위는 다음 각 호와 같다.
1. 인공지능산업의 현황과 국내외 시장 규모
2. 인공지능사업자의 매출 실적 및 사업 현황
3. 인공지능산업 종사자의 인력 현황 및 수요·공급 현황
4. 인공지능산업 관련 시설 현황 및 운영 현황
5. 인공지능산업 관련 기술 동향 및 연구개발 현황
6. 인공지능기술 및 인공지능산업 관련 국제 동향
7. 인공지능산업 관련 국내외 주요 법·제도 동향
8. 인공지능산업 관련 투자 유치 현황
9. 그 밖에 과학기술정보통신부장관이 기본계획 및 인공지능등에 관한 시책과 사업의 기획·수립·추진을 위하여 필요하다고 인정하는 사항
② 실태조사, 통계 및 지표의 작성은 현장조사, 문헌조사 및 설문조사 등의 방법으로 실시하되, 필요한 경우에는 정보통신망 및 전자우편을 활용한 전자적 방식으로 실시할 수 있다.
③ 실태조사의 결과, 통계 및 지표는 과학기술정보통신부의 인터넷 홈페이지 등을 통하여 공표해야 한다.",2026-07-21,"실태조사·통계·지표 작성 범위. 산업현황, 매출, 인력, 기술동향, 국제동향, 투자유치 등 조사항목"
AI 기본법 시행령,제31조,"제31조(업무의 위탁) ① 법 제39조제2항제7호에서 “대통령령으로 정하는 사무”란 다음 각 호의 사무를 말한다. <개정 2026. 7. 20.>
1. 법 제19조제2항에 따른 인공지능 융합 제품 및 서비스의 개발 지원
2. 법 제23조제2항 및 제3항에 따른 인공지능집적단지 지정 및 지정취소를 위한 사전검토
3. 법 제23조제4항에 따른 전담기관의 설치 또는 지정을 위한 사전검토
4. 법 제25조제2항제2호에 따른 인공지능 데이터센터 이용 지원
5. 법 제33조제2항에 따른 전문위원회 운영 지원
6. 법 제38조에 따른 실태조사, 통계 및 지표의 작성
7. 제15조제4항에 따른 제품 또는 서비스의 확인
② 과학기술정보통신부장관은 법 제39조제2항에 따라 같은 항 각 호 및 이 조 제1항제1호부터 제4호까지, 제6호 및 제7호의 업무를 공공기관 또는 협회에 위탁할 수 있다.<개정 2026. 7. 20.>
③ 과학기술정보통신부장관은 법 제39조제2항에 따라 이 조 제1항제5호에 관한 업무를 인공지능정책센터 또는 안전연구소에 위탁할 수 있다.<개정 2026. 7. 20.>
④ 과학기술정보통신부장관은 제2항 및 제3항에 따라 업무를 위탁한 경우에는 위탁받은 기관 또는 단체와 위탁하는 업무의 내용을 과학기술정보통신부의 인터넷 홈페이지에 공고해야 한다.",2026-07-21,"위탁 가능 사무 목록 및 위탁대상기관(공공기관·협회·정책센터·안전연구소)"
AI 기본법 시행령,제32조,"제32조(과태료의 부과기준) 법 제43조제1항에 따른 과태료의 부과기준은 별표 2와 같다.",2026-07-21,"과태료 부과기준 위임(별표 2). 법 제43조 과태료의 세부 부과기준"
AI 기본법 시행령,제33조,"제33조(규제의 재검토) 과학기술정보통신부장관은 다음 각 호의 사항에 대하여 2026년 1월 1일을 기준으로 3년마다(매 3년이 되는 해의 1월 1일 전까지를 말한다) 그 타당성을 검토하여 개선 등의 조치를 해야 한다.
1. 제18조에 따른 인공지능집적단지 전담기관의 지정 및 지정취소 기준
2. 제24조에 따른 인공지능 안전성 확보 의무 대상 시스템의 기준
3. 제29조에 따른 국내대리인 지정 사업자의 기준",2026-07-21,"규제 재검토 대상. 전담기관 지정기준, 안전성 확보 대상기준, 국내대리인 지정기준의 3년 주기 재검토"
