law_name,article_no,content,effective_date,summary
AI 기본법,제29조,"제29조(인공지능 신뢰 기반 조성을 위한 시책의 마련) 정부는 인공지능이 국민의 생활에 미치는 잠재적 위험을 최소화하고 안전한 인공지능의 이용을 위한 신뢰 기반을 조성하기 위하여 다음 각 호의 시책을 마련하여야 한다.
1. 안전하고 신뢰할 수 있는 인공지능 이용환경 조성
2. 인공지능의 이용이 국민의 일상생활에 미치는 영향 등에 관한 전망과 예측 및 관련 법령·제도의 정비
3. 인공지능의 안전성·신뢰성 확보를 위한 안전기술 및 인증기술의 개발 및 확산 지원
4. 안전하고 신뢰할 수 있는 인공지능사회 구현 및 인공지능윤리 실천을 위한 교육·홍보
5. 인공지능사업자의 안전성·신뢰성 관련 자율적인 규약의 제정·시행 지원
6. 인공지능사업자, 이용자 등으로 구성된 인공지능 관련 단체(이하 “단체등”이라 한다)의 인공지능의 안전성·신뢰성 증진을 위한 자율적인 협력, 윤리지침 제정 등 민간 활동의 지원 및 확산
7. 그 밖에 인공지능의 안전성·신뢰성 확보를 위하여 대통령령으로 정하는 사항",2026-01-22,"신뢰 기반 조성 시책. 위험 최소화, 안전·인증기술 개발, 자율규약·윤리지침 지원"
AI 기본법,제30조,"제30조(인공지능 안전성·신뢰성 검·인증등 지원) ① 과학기술정보통신부장관은 단체등이 인공지능의 안전성·신뢰성 확보를 위하여 자율적으로 추진하는 검증·인증 활동(이하 “검·인증등”이라 한다)을 지원하기 위하여 다음 각 호의 사업을 추진할 수 있다.
1. 인공지능의 개발에 관한 가이드라인 보급
2. 검·인증등에 관한 연구의 지원
3. 검·인증등에 이용되는 장비 및 시스템의 구축·운영 지원
4. 검·인증등에 필요한 전문인력의 양성 지원
5. 그 밖에 검·인증등을 지원하기 위하여 대통령령으로 정하는 사항
② 과학기술정보통신부장관은 검·인증등을 받고자 하는 중소기업등에 대하여 대통령령으로 정하는 바에 따라 관련 정보를 제공하거나 행정적·재정적 지원을 할 수 있다.
③ 인공지능사업자가 고영향 인공지능을 제공하는 경우 사전에 검·인증등을 받도록 노력하여야 한다.
④ 국가기관등이 고영향 인공지능을 이용하려는 경우에는 검·인증등을 받은 인공지능에 기반한 제품 또는 서비스를 우선적으로 고려하여야 한다.",2026-01-22,"안전성·신뢰성 검·인증 지원. 자율 검증·인증 활동 지원, 고영향 인공지능 사전 검·인증 노력의무"
AI 기본법,제31조,"제31조(인공지능 투명성 확보 의무) ① 인공지능사업자는 고영향 인공지능이나 생성형 인공지능을 이용한 제품 또는 서비스를 제공하려는 경우 제품 또는 서비스가 해당 인공지능에 기반하여 운용된다는 사실을 이용자에게 사전에 고지하여야 한다.
② 인공지능사업자는 생성형 인공지능 또는 이를 이용한 제품 또는 서비스를 제공하는 경우 그 결과물이 생성형 인공지능에 의하여 생성되었다는 사실을 표시하여야 한다.
③ 인공지능사업자는 인공지능시스템을 이용하여 실제와 구분하기 어려운 가상의 음향, 이미지 또는 영상 등의 결과물을 제공하는 경우 해당 결과물이 인공지능시스템에 의하여 생성되었다는 사실을 이용자가 명확하게 인식할 수 있는 방식으로 고지 또는 표시하여야 한다. 이 경우 해당 결과물이 예술적·창의적 표현물에 해당하거나 그 일부를 구성하는 경우에는 전시 또는 향유 등을 저해하지 아니하는 방식으로 고지 또는 표시할 수 있다.
④ 그 밖에 제1항에 따른 사전고지, 제2항에 따른 표시, 제3항에 따른 고지 또는 표시의 방법 및 그 예외 등에 관하여 필요한 사항은 대통령령으로 정한다.",2026-01-22,"투명성 확보 의무. 고영향·생성형 AI 사전고지 의무, 생성형 AI 결과물 표시 의무, 위반 시 과태료(제43조) 근거"
AI 기본법,제32조,"제32조(인공지능 안전성 확보 의무) ① 인공지능사업자는 학습에 사용된 누적 연산량이 대통령령으로 정하는 기준 이상인 인공지능시스템의 안전성을 확보하기 위하여 다음 각 호의 사항을 이행하여야 한다.
1. 인공지능 수명주기 전반에 걸친 위험의 식별·평가 및 완화
2. 인공지능 관련 안전사고를 모니터링하고 대응하는 위험관리체계 구축
② 인공지능사업자는 제1항 각 호에 따른 사항의 이행 결과를 과학기술정보통신부장관에게 제출하여야 한다.
③ 과학기술정보통신부장관은 제1항 각 호에 따른 사항의 구체적인 이행 방식 및 제2항에 따른 결과 제출 등에 필요한 사항을 정하여 고시하여야 한다.",2026-01-22,"안전성 확보 의무. 위험 식별·평가·완화, 위험관리체계 구축, 이행결과 제출 의무(구체적 기준은 대통령령·고시에 위임)"
AI 기본법,제33조,"제33조(고영향 인공지능의 확인) ① 인공지능사업자는 인공지능 또는 이를 이용한 제품·서비스를 제공하는 경우 그 인공지능이 고영향 인공지능에 해당하는지에 대하여 사전에 검토하여야 하며, 필요한 경우 과학기술정보통신부장관에게 고영향 인공지능에 해당하는지 여부의 확인을 요청할 수 있다.
② 과학기술정보통신부장관은 제1항에 따른 요청이 있는 경우 고영향 인공지능 해당 여부를 확인하여야 하며, 필요한 경우 전문위원회를 설치하여 관련 자문을 받을 수 있다.
③ 과학기술정보통신부장관은 고영향 인공지능의 기준과 예시 등에 관한 가이드라인을 수립하여 보급할 수 있다.
④ 그 밖에 제1항에 따른 확인 절차 등에 관하여 필요한 사항은 대통령령으로 정한다.",2026-01-22,"고영향 인공지능 확인. 사업자의 사전 검토 의무, 정부 확인 요청 절차, 판단기준 가이드라인"
AI 기본법,제34조,"제34조(고영향 인공지능과 관련한 사업자의 책무) ① 인공지능사업자는 고영향 인공지능 또는 이를 이용한 제품·서비스를 제공하는 경우 고영향 인공지능의 안전성·신뢰성을 확보하기 위하여 다음 각 호의 내용을 포함하는 조치를 대통령령으로 정하는 바에 따라 이행하여야 한다.
1. 위험관리방안의 수립·운영
2. 기술적으로 가능한 범위에서의 인공지능이 도출한 최종결과, 인공지능의 최종결과 도출에 활용된 주요 기준, 인공지능의 개발·활용에 사용된 학습용데이터의 개요 등에 대한 설명 방안의 수립·시행
3. 이용자 보호 방안의 수립·운영
4. 고영향 인공지능에 대한 사람의 관리·감독
5. 안전성·신뢰성 확보를 위한 조치의 내용을 확인할 수 있는 문서의 작성과 보관
6. 그 밖에 고영향 인공지능의 안전성·신뢰성 확보를 위하여 위원회에서 심의·의결된 사항
② 과학기술정보통신부장관은 제1항 각 호에 따른 조치의 구체적인 사항을 정하여 고시하고, 인공지능사업자에게 이를 준수하도록 권고할 수 있다.
③ 인공지능사업자가 다른 법령에 따라 제1항 각 호에 준하는 조치를 대통령령으로 정하는 바에 따라 이행한 경우에는 제1항에 따른 조치를 이행한 것으로 본다.",2026-01-22,"고영향 인공지능 사업자 책무. 위험관리방안, 설명방안(최종결과·판단기준·학습데이터 설명), 이용자보호, 인간관리·감독, 문서화 의무 — 설명가능성·자가점검 항목과 직결"
AI 기본법,제35조,"제35조(고영향 인공지능 영향평가) ① 인공지능사업자가 고영향 인공지능을 이용한 제품 또는 서비스를 제공하는 경우 사전에 사람의 기본권에 미치는 영향을 평가(이하 “영향평가”라 한다)하기 위하여 노력하여야 한다. 이 경우 영향평가에는 고영향 인공지능을 이용한 제품 또는 서비스의 성격을 고려하여 인공지능취약계층의 특성이 반영될 수 있도록 하여야 한다. <개정 2026. 1. 20.>
② 국가기관등이 고영향 인공지능을 이용한 제품 또는 서비스를 이용하려는 경우에는 영향평가를 실시한 제품 또는 서비스를 우선적으로 고려하여야 한다.
③ 그 밖에 영향평가의 구체적인 내용·방법 등에 관하여 필요한 사항은 대통령령으로 정한다.",2026-01-22,"고영향 인공지능 영향평가. 기본권 영향평가 노력의무, 취약계층 특성 반영, 국가기관 우선고려 — 공정성·차별영향 평가와 관련"
AI 기본법,제36조,"제36조(국내대리인 지정) ① 국내에 주소 또는 영업소가 없는 인공지능사업자로서 이용자 수, 매출액 등이 대통령령으로 정하는 기준에 해당하는 자는 다음 각 호의 사항을 대리하는 자(이하 “국내대리인”이라 한다)를 서면으로 지정하고, 이를 과학기술정보통신부장관에게 신고하여야 한다.
1. 제32조제2항에 따른 이행 결과의 제출
2. 제33조제1항에 따른 고영향 인공지능 해당 여부 확인의 요청
3. 제34조제1항 각 호에 따른 안전성·신뢰성 확보 조치의 이행에 필요한 지원(같은 항 제5호에 따른 문서의 최신성·정확성에 대한 점검을 포함한다)
② 국내대리인은 국내에 주소 또는 영업소가 있는 자로 한다.
③ 국내대리인이 제1항 각 호와 관련하여 이 법을 위반한 경우에는 해당 국내대리인을 지정한 인공지능사업자가 그 행위를 한 것으로 본다.",2026-01-22,"국내대리인 지정. 국외 사업자의 대리인 지정·신고 의무, 대리인 위반행위의 사업자 귀속"
AI 기본법,제37조,"제37조(인공지능산업의 진흥을 위한 재원의 확충 등) ① 국가는 기본계획 및 이 법에 따른 시책 등을 효과적으로 추진하기 위하여 필요한 재원을 지속적이고 안정적으로 확충할 수 있는 방안을 마련하여야 한다.
② 과학기술정보통신부장관은 인공지능산업의 진흥을 위하여 필요한 경우에는 공공기관으로 하여금 인공지능산업의 진흥에 관한 사업 등에 필요한 지원을 하도록 권고할 수 있다.
③ 국가 및 지방자치단체는 기업 등 민간이 적극적으로 인공지능산업의 진흥과 관련된 사업에 투자할 수 있도록 필요한 조치를 마련하여야 한다.
④ 국가 및 지방자치단체는 인공지능산업의 발전단계 등을 종합적으로 고려하여 투자재원을 효율적으로 집행하도록 노력하여야 한다.",2026-01-22,"산업 진흥 재원 확충. 재원 마련 방안, 공공기관 지원 권고, 민간투자 촉진"
AI 기본법,제38조,"제38조(실태조사, 통계 및 지표의 작성) ① 과학기술정보통신부장관은 국가데이터처장과 협의하여 기본계획 및 인공지능등 관련 시책과 사업의 기획·수립·추진을 위하여 국내외 인공지능등에 관한 실태조사, 통계 및 지표를 「과학기술기본법」 제26조의2에 따른 통계와 연계하여 작성·관리하고 공표하여야 한다. <개정 2025. 10. 1.>
② 과학기술정보통신부장관은 제1항에 따른 통계 및 지표의 작성을 위하여 관계 중앙행정기관의 장, 지방자치단체의 장 및 공공기관의 장에게 자료의 제출 등 협조를 요청할 수 있다. 이 경우 협조를 요청받은 기관의 장은 특별한 사정이 없으면 이에 따라야 한다.
③ 그 밖에 제1항에 따른 실태조사, 통계 및 지표의 작성·관리 및 공표 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"실태조사·통계·지표 작성. 인공지능 관련 통계 작성·관리·공표, 자료제출 협조 요청"
AI 기본법,제39조,"제39조(권한의 위임 및 업무의 위탁) ① 과학기술정보통신부장관 또는 관계 중앙행정기관의 장은 이 법에 따른 권한의 일부를 대통령령으로 정하는 바에 따라 소속 기관의 장 또는 특별시장·광역시장·특별자치시장·도지사·특별자치도지사(이하 이 조에서 “시·도지사”라 한다)에게 위임할 수 있다. 이 경우 시·도지사는 위임받은 권한의 일부를 시장(「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」 제11조제2항에 따른 행정시장을 포함한다)·군수·구청장(자치구의 구청장을 말한다)에게 재위임할 수 있다.
② 정부는 다음 각 호의 업무를 대통령령으로 정하는 바에 따라 관련 기관 또는 단체에 위탁할 수 있다.
1. 제13조에 따른 인공지능기술 개발 및 이용 관련 사업에 대한 지원
2. 제15조제2항 및 제3항에 따른 학습용데이터의 생산·수집·관리·유통 및 활용 등에 관한 지원대상사업의 선정·지원과 학습용데이터 구축사업의 추진
3. 통합제공시스템의 구축·운영 및 관리
4. 제18조에 따른 창업 활성화를 위하여 과학기술정보통신부장관이 필요하다고 인정하는 사항
5. 제30조제2항에 따른 검·인증등 관련 지원
6. 제38조에 따른 실태조사, 통계 및 지표의 작성
7. 그 밖에 인공지능산업의 육성 및 인공지능윤리의 확산을 위하여 대통령령으로 정하는 사무",2026-01-22,"권한 위임 및 업무 위탁. 지자체 위임, 관련 기관·단체 업무 위탁 범위"
AI 기본법,제40조,"제40조(사실조사 등) ① 과학기술정보통신부장관은 다음 각 호의 어느 하나에 해당하는 경우에는 인공지능사업자에 대하여 관련 자료를 제출하게 하거나, 소속 공무원으로 하여금 필요한 조사를 하게 할 수 있다.
1. 제31조제2항·제3항, 제32조제1항·제2항 또는 제34조제1항에 위반되는 사항을 발견하거나 혐의가 있음을 알게 된 경우
2. 제31조제2항·제3항, 제32조제1항·제2항 또는 제34조제1항의 위반에 대한 신고를 받거나 민원이 접수된 경우
② 과학기술정보통신부장관은 제1항에 따른 조사를 위하여 필요한 경우 소속 공무원으로 하여금 인공지능사업자의 사무소·사업장에 출입하여 장부·서류, 그 밖의 자료나 물건을 조사하게 할 수 있다. 이 경우 조사의 내용·방법 및 절차 등에 관하여 이 법에서 정하는 사항을 제외하고는 「행정조사기본법」에서 정하는 바에 따른다.
③ 과학기술정보통신부장관은 제1항 및 제2항에 따른 조사 결과 인공지능사업자가 이 법을 위반한 사실이 있다고 인정되면 인공지능사업자에게 해당 위반행위의 중지나 시정을 위하여 필요한 조치를 명할 수 있다.",2026-01-22,"사실조사 권한. 투명성(31조)·안전성(32조)·사업자책무(34조) 위반 시 자료제출·현장조사·시정명령"
AI 기본법,제41조,"제41조(벌칙 적용에서 공무원 의제) ① 위원회의 위원 중 공무원이 아닌 위원은 「형법」 제129조부터 제132조까지에 따른 벌칙을 적용할 때에는 공무원으로 본다.
② 제39조제2항에 따라 위탁받은 업무에 종사하는 기관 또는 단체의 임직원은 「형법」 제127조 및 제129조부터 제132조까지에 따른 벌칙을 적용할 때에는 공무원으로 본다.",2026-01-22,"벌칙 적용상 공무원 의제. 위원회 위원, 위탁업무 종사자의 형법상 공무원 취급"
AI 기본법,제42조,"제42조(벌칙) 제7조제9항을 위반하여 직무상 알게 된 비밀을 타인에게 누설하거나 직무상 목적 외의 용도로 사용한 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.",2026-01-22,"벌칙. 위원회 위원의 비밀누설 시 징역·벌금"
AI 기본법,제43조,"제43조(과태료) ① 다음 각 호의 어느 하나에 해당하는 자에게는 3천만원 이하의 과태료를 부과한다.
1. 제31조제1항을 위반하여 고지를 이행하지 아니한 자
2. 제36조제1항을 위반하여 국내대리인을 지정하지 아니한 자
3. 제40조제3항에 따른 중지명령이나 시정명령을 이행하지 아니한 자
② 제1항에 따른 과태료는 대통령령으로 정하는 바에 따라 과학기술정보통신부장관이 부과·징수한다.",2026-01-22,"과태료. 투명성 고지의무·국내대리인지정·시정명령 위반 시 과태료 부과"
